id_customer,latitude,longitude,vehicle_access_type
c98ff95121,43.462929,-4.73862,A
4148bc9518,40.601261,0.429959,A
603762453b,42.021351,-6.751223,B
54f51d573e,41.271313,1.993696,A
0dce71648d,42.536407,0.050605,B
32c67a9415,41.218406,-0.751472,C
32ec0c2ef9,40.659257,1.76303,C
0fad3930c1,41.028339,-1.485953,C
514ae0f038,42.584715,-0.511827,C
37e5a68ed5,41.749725,3.070265,C
7fdb7f4529,42.370372,0.382676,B
b4760eab05,42.083562,0.671565,B
6131d6163c,41.572316,-0.464227,B
f30f4c040d,41.155028,0.843445,B
7f15f38d75,41.95001,-0.944993,B
68e51f80cb,41.851324,-0.416857,B
ef85c3715f,41.9315,0.255925,B
0fd2045304,41.841481,1.091455,A
50ef13c8f5,40.842061,1.290881,B
c10855f02f,41.211057,0.178324,B
0350205f0e,41.866614,0.17554,C
4b34f55e29,40.652262,0.251739,C
d4de0e6101,42.436145,-0.996843,B
e5b7cb9028,41.960959,2.431393,C
58b76956a3,41.062621,1.358916,A
ec6ddaf216,42.653568,0.790341,A
601b3508f9,40.909289,0.722433,C
1d2fb1dd8d,40.980085,-0.257547,A
baba321218,41.404177,2.537691,C
607739c05d,43.108616,-5.628372,B
fc098eface,40.661705,0.220979,C
2fac0b2d02,42.703546,0.75957,B
d25d82fddd,29.289818,-16.457369,A
66543348f0,41.808188,1.649812,A
8a2c6d6f4f,42.294549,2.395006,A
f3ebd287a1,42.396962,2.979144,B
c5460ecc04,40.563411,2.569197,C
c3a2e65986,41.045264,1.823328,C
153ab08b80,41.219868,-1.196862,C
7ca45a0fda,41.249794,0.260822,B
9c397653a2,41.636638,0.98014,A
7597b7f172,41.326025,0.497406,B
e1efc02da1,41.778595,0.59755,B
dfa0e9598c,42.270051,0.078506,B
8ba4593bde,42.056145,2.868758,A
94a5213013,40.422972,-1.070966,B
5aee113a8c,43.790359,-7.446956,B
4ceff4c75a,42.589345,1.264116,A
77f42b31ae,43.51136,-9.260428,B
c0312bdd42,42.585197,-0.754725,B
6f670a882b,40.865735,2.293388,A
23c991379f,40.996577,3.104289,C
94b449dab2,41.244667,-1.158189,A
97e5d8fab3,40.700505,-0.228465,C
79f8f23f25,27.602055,-17.700839,C
dd057e3fc2,41.71456,2.684648,A
53ed3d8aef,42.113015,2.606007,A
931ef37a71,37.607757,-6.572841,C
6b4c779323,36.431493,-1.640067,A
8a621c9988,40.211269,0.803154,B
57a6ee8a8a,40.943753,-0.524036,B
ce00146abe,42.806295,-0.651161,C
eb5f666107,41.028912,-1.190518,C
5d59ca0ecf,43.003323,-2.656167,A
517e178776,41.666451,-0.003588,B
d7c287434c,42.242555,-0.849748,A
d96a47311f,40.901656,0.640396,A
cab4ef8e0d,42.112896,0.576753,A
e62c5064c7,43.259084,-4.366585,B
873ab7f908,40.919681,-0.852736,C
1d0680b872,40.069077,0.645325,C
0964b90be1,40.847124,0.795143,A
2f65bb04c0,41.844395,-0.034598,A
31b5d750e6,42.702239,1.035508,A
4e7524f094,42.51098,0.460609,C
790b874881,41.943479,0.032625,A
be72307682,41.075737,-1.091404,B
51a2befb22,41.961225,-1.025053,B
57e0cc21f4,41.494862,1.058881,B
5bf6600052,40.310871,0.548275,A
53814dfc7e,41.039001,0.961919,B
666040d70a,42.438217,2.158954,A
d42c8c8ab5,41.266442,0.436131,B
852d8f4ab7,40.492204,-0.165116,A
36cc71a6f9,37.781257,-1.804103,C
6d1d824969,41.67588,-0.44869,C
726b472fbc,41.195868,0.018539,C
c3ecf715c9,41.701627,0.20987,A
9ec4fbb0ad,40.748946,2.201604,C
c112656d80,39.25004,-0.076937,A
14cd6c7320,41.136373,2.913163,B
8884d89e82,42.060244,0.73156,A
34f4a6a202,39.016123,-1.20811,A
7761b2e297,42.887043,-0.82924,A
b335c7258a,42.330644,-3.168315,B
1efebf584e,41.495452,0.845193,C
5bbf22ae4e,41.471905,2.730332,A
7b5076231e,42.191871,2.840836,B
879c20b96b,42.158871,2.44656,B
b659e3461b,42.183488,0.994418,C
25b22eeeea,42.720274,1.524571,B
15436d2737,40.875945,2.948366,C
c3b7566245,42.229917,0.498604,A
380a3c967f,42.044688,2.348422,B
bc511fc112,28.971072,-13.817614,B
74ec9bcd39,40.619891,-1.011405,A
f9e96216c5,42.529988,0.271888,C
3aa0af3549,41.288442,3.287122,A
09f0065325,40.723526,-1.118699,C
916fe1dc37,42.234387,0.158646,C
63cb1c2f47,40.727799,0.987137,B
d1e8b9cca1,41.476889,-0.894488,B
d6867a4566,38.79901,-1.643176,A
53b25e1952,42.240312,2.892159,C
981322437b,43.440731,-2.069664,A
9bee228a75,42.342183,0.931403,A
40c08d1654,39.081747,-1.053933,A
cfa55ea716,39.315882,0.583348,C
7131bc15b0,41.981553,2.291755,B
034548982b,40.504887,-0.434141,A
e84521cbfb,42.323345,0.753465,C
e0c197ebc9,42.025249,-0.854633,A
ae7b85511d,40.665614,0.337399,B
a1ad34adf8,43.095884,-3.425297,C
5c2c1184ee,40.415339,-0.717017,C
4e00c6e936,40.856592,0.115285,A
2ea95b3ab6,42.255075,-0.289488,C
c3d82c56d6,36.434867,-2.132673,B
53db1497e3,40.873982,0.453453,B
06c8bdd334,41.947737,2.16232,B
cf865bfc31,41.484039,2.320114,C
04e3d678cb,40.924781,-0.22377,B
d475ee14e1,41.660103,-1.022004,A
181391ae0c,40.596658,0.393551,C
81e40ff254,41.296998,0.700775,C
7cfc41c25c,40.584275,-1.202579,B
3fb6e50423,42.358912,0.637062,A
20a6cc26f1,40.943125,-0.680652,C
5d89e7615b,40.404412,0.21902,B
c6ff092785,42.584717,-0.411564,C
72de18fad8,41.640832,2.585516,B
047f8c52a2,42.528018,-0.798284,C
99ea1a2ebf,40.791423,-0.355998,C
473f1ad813,40.947614,0.777656,A
e45a3df72f,38.719112,-2.049873,C
48158b897e,41.378296,0.032948,A
345fd59866,40.787199,2.86008,A
28ee3b7fe9,42.62166,-0.12727,A
d0482fc0b2,41.272357,2.205513,C
0e9a33426b,42.855492,-0.459449,B
27fb7349ab,42.58486,-1.126832,C
18f2991dd2,41.896966,2.285038,A
acfe01d5e7,40.466553,0.640504,A
9bef564262,38.786332,-1.812358,A
74c123185f,42.182541,0.540532,A
846cf2e480,42.330285,-0.106307,B
36bedd0ef0,41.210514,-5.833033,B
8841aea1bd,41.608489,3.230056,C
e55c73b893,42.398966,-0.721517,C
3ec1090115,42.044159,-8.416585,C
0006ef2978,42.279155,-1.11702,C
061d60c000,41.346491,0.266597,A
76fe43c036,42.902047,-1.573855,C
d90b3a9685,41.868943,0.134356,C
0d7cd9c417,41.914358,-2.393753,C
83a43c612b,41.318194,1.777055,C
e69f0b8fe6,42.428535,0.493789,A
61a782fe9e,41.888739,-0.770791,B
f51d5b83de,42.238228,-3.262603,B
bd0631981a,38.483405,-1.976213,B
bd0d51945d,41.269131,0.798539,A
d0a298c1ca,42.239693,-0.601667,A
a43a3dfe6b,43.415023,-5.236616,A
f89d2d069f,41.697579,2.087457,B
ba744e4ccd,42.216844,0.713522,A
0836588c90,41.500476,3.251436,C
d83aee5461,40.498471,-3.358009,C
13af5f0b62,42.584328,3.175306,B
27a3622b33,40.917516,0.991977,A
164ad58858,41.607648,3.03425,C
dd0b23f486,40.197449,-0.22363,B
b268eccc2e,42.151555,-0.157019,C
c31b25537f,40.733996,2.272888,A
cb9f3fe19d,41.127284,-0.748064,C
7a4124b685,39.290255,3.321899,C
6a74eaf5ca,42.951762,-2.72999,B
4c6c43cee5,38.699439,-5.142734,C
a34630deee,41.011519,0.852617,B
ba003048e8,43.673586,-5.061406,A
f4e70c8e0a,42.887883,0.290356,C
ee0434766a,42.558414,1.172063,A
1eea7b8045,41.333825,3.014103,B
0529d01b37,40.705031,0.770363,B
37fd2072f0,42.393247,-0.259095,C
62ebfbbb84,40.540646,1.789039,C
80970b9691,42.694482,-1.41637,A
a28f8ae066,39.295569,0.444255,C
922c6c5ef3,42.691592,1.664389,A
b00c419c25,40.709202,1.96005,B
424487056d,40.908826,0.533851,C
3c96fc947f,41.228585,0.907133,C
7dddc644e9,37.732141,-5.725609,C
281490894e,43.101575,-7.27472,A
7bf43bceb8,43.188493,-1.976364,B
74e1ed67d0,42.834768,0.160088,A
edd8009eca,41.57501,2.592807,C
12b0b1a628,43.256334,-3.039863,C
d0125b298d,41.305617,-0.743097,C
60c6c43768,42.306555,-1.406788,B
3d907cf790,42.073461,0.637683,C
e670a8a9d4,39.152207,-4.475633,A
a3b09374ca,41.449014,0.260038,C
b6dce97688,27.862173,-16.589494,B
0fdecd5432,42.390972,0.706766,C
ff39ac6cd5,41.458251,-2.104848,C
ddb5fdc991,42.682591,-1.849441,A
d7f1b6856c,43.107924,-3.06468,A
db6c6815b7,40.302975,0.435145,B
2e6a884ef6,41.187111,1.195842,B
12384e93b5,42.258478,2.708887,B
586fa13d50,42.227998,-0.012245,A
e31fdcab4d,41.60349,-0.38677,C
0efb9deb16,43.294795,-2.277589,B
1f6b6dee21,40.966549,0.757637,C
41ef9fd543,40.9888,0.164169,C
2ead0b9159,41.889047,0.86129,C
2564412b8f,42.321037,2.043323,C
d9b1bf95e4,38.851055,-2.594047,A
848e63cb28,41.311783,0.937195,A
5dd85f8e6a,29.25531,-15.841355,B
6402422335,40.654224,0.50558,A
b9aad8372d,42.431807,-1.108309,A
c008c057ed,40.296762,-0.209657,C
95082386e2,40.601599,2.23374,A
ed02bf352c,41.012296,1.736896,A
cd1422ca19,39.978688,0.663393,A
e41909fd82,40.580854,-0.779351,B
005141b844,42.096522,-0.206328,C
49a6fe0fc7,42.705649,-3.500735,B
346f4572dd,41.487139,1.409282,C
aadd50e099,40.348001,-1.143748,C
6cf3b39ac6,40.650949,1.155444,B
234ac45c54,42.103178,1.460989,C
e3125ea691,41.834497,0.980223,C
50eba3b5e2,42.343397,0.544968,A
5f5c0209bb,41.978048,1.468862,A
c2bdcbf1e6,41.623584,1.892458,B
42ff9f0471,40.461179,0.652635,B
3821e42e30,41.170689,0.28086,C
5ce079596e,40.487814,-0.095986,A
7c7c461a2c,40.677775,-0.531299,B
3a0c8b81c5,40.42298,0.521811,A
9427f1d332,41.394181,1.499018,C
759ab81d90,40.627234,0.695151,B
b589ec1523,39.063555,2.600164,B
71d038e16f,40.298023,-0.744804,A
1cebeaa211,41.619611,2.684516,B
590999acbe,38.225016,-5.967969,B
78e967fa70,40.177419,-1.168336,C
e79898ae7c,42.17308,1.68455,C
95e6949dee,43.206903,-3.635652,A
8e4c430aea,41.546456,0.0028,A
d617085ab1,43.72394,-6.956927,A
5960156fbf,42.430022,0.935768,B
f2684ab93d,42.222636,-0.721359,B
e639973562,41.566431,1.508802,C
afe899e53c,42.563519,1.852251,B
8a629a2faf,41.459876,0.806986,C
f555606743,40.899299,-0.040334,B
7cf439946f,40.632839,-0.297146,A
2647a93e20,41.852301,1.963778,B
415553669e,41.842201,1.385236,C
ca6be55f56,42.383164,0.216431,A
78bfc9430a,40.806133,2.004928,B
27b24c9df5,42.820822,-0.164113,A
79fa107203,42.748619,0.66277,A
981f604d5a,40.858188,-0.515016,B
efbcc0b9a0,41.820895,-0.134159,C
2fac506b51,42.842383,3.080012,C
d0be6fa4fa,41.418726,3.308098,B
842b603099,42.059566,1.218715,A
b239d81b8f,41.752538,-0.425343,A
804e0ad062,40.690446,0.607268,A
7ce0c227c6,40.764439,-0.665704,C
04964861f5,40.64386,0.697881,A
89890345fa,41.971202,-0.73406,A
b1ce30e917,41.82586,0.59358,A
1d2f5b1f88,42.534329,1.44845,C
bab5bfe703,42.446521,0.754075,B
a414d2ed32,40.68575,-1.018597,B
b690a2ff75,40.929355,0.059214,C
726881ca61,40.979512,3.301024,A
6d5a036687,42.717037,2.695732,A
14e455cf83,42.681382,0.681959,C
78f9d4c5d1,40.64604,1.15005,B
cfdcacd037,42.850252,3.263241,A
60aefb3512,42.440923,0.79471,A
34ad001b2f,41.821055,2.977191,A
b3cfda26af,42.198253,-0.128514,B
1272cc6601,40.027272,1.535097,B
9f242fa503,41.396262,0.48142,A
5d01947735,42.485651,-0.277146,A
1aed189151,42.716651,0.827915,A
1ea179db6e,42.867522,0.266662,A
69dfc2f4c6,42.464067,-0.554002,B
b204986e97,42.788875,2.392391,C
449532c12a,42.560853,1.903836,A
b1dbe52773,41.435185,1.298584,C
5aa18783d9,42.341332,2.732466,C
d7a7f5f186,43.101775,-1.60256,A
a4b4269028,41.844693,0.445906,A
4f29488858,41.335661,-2.303477,A
dc68d61efe,41.3137,-0.599198,A
ab3aa544bb,39.92054,-1.059856,B
cdb82c173e,42.36156,-8.53736,B
1afc5769de,40.566095,0.780923,B
aace534141,41.577337,0.013305,B
ba22951abf,41.501084,1.009136,A
76842b6054,40.589645,0.176926,A
96938eb81c,42.08698,-1.066465,B
a65fbc4ab8,42.936842,-6.932675,A
7f694862c1,41.959703,1.765451,A
c07d769be6,42.497525,-1.087238,A
e543fa995c,41.025992,0.761302,A
8a1bb7feec,40.766295,1.516836,A
d58d68833e,41.37519,0.795193,C
d8cc4bb419,41.858356,0.608547,C
299e7a18cb,40.232301,0.649815,A
49b4f34ea9,40.935223,1.129808,B
a3a9e10564,42.360005,0.719032,B
63c4c4f3d9,41.90865,0.834242,B
af421d3b60,40.608946,0.700055,A
8306cc8e30,42.790633,-2.240406,C
598f6b1ff7,40.81531,0.077974,B
abce769cab,42.135832,0.760336,A
98754995a6,38.28957,-2.060633,B
33e177c42e,40.866798,0.584357,A
ad71836e91,41.01565,2.853827,B
a6c2fe526b,42.754665,0.666584,A
1dfb6be4dc,42.837883,0.578527,A
a43706005a,40.512121,-0.157832,C
b0ab1673fb,42.526731,0.683927,C
b82e1d1c74,41.17873,-0.230095,A
b2de859bf8,40.683065,2.926624,A
f183432985,39.306255,-0.871237,C
c6f610746c,41.954418,-0.816427,B
167d5c6c7b,41.773055,0.248101,B
85c935495a,42.847757,2.263263,A
6d722d410f,38.986499,-1.466156,B
5f0ac761d4,37.913948,-4.756928,B
cfdd95192d,43.039888,-3.691021,C
79ada411eb,41.639149,3.214068,C
9f5acb8ed6,43.211159,-3.148036,B
e86d450d76,43.227853,-9.258161,A
1a1043fa41,40.183405,0.266195,C
3954004707,40.618446,1.645322,C
c83d9fa7a3,43.471396,-2.311358,A
e88a15fc13,43.312238,-4.388558,A
0ecd8c5a61,40.886766,2.336279,B
c23d6b7fb2,40.952271,0.517571,B
1abd0377b2,41.166297,0.072823,A
86907304fb,42.524208,0.531256,C
f15c148a6b,40.891442,2.304298,A
d172433026,41.893105,1.960712,C
01bb856af9,42.324157,-1.088731,C
6871679ae5,41.058497,-0.451284,A
1c365b01df,42.994807,-3.100923,B
c7a41cfefd,41.781167,0.415972,C
bad0c64c7d,42.822089,2.873143,A
10c1a3432c,41.073156,-0.175666,B
17cefebfdc,37.930991,-7.398006,B
8a766e4a89,42.383657,0.605621,C
e5592a2a36,43.260718,-4.55383,C
7426b293df,41.368364,2.058367,A
c9eed4dd25,42.268963,1.549168,C
de0c1f40b4,40.940542,1.917743,B
99f5c51525,40.10108,-0.88125,C
ac30530da1,41.771075,-0.322304,B
7b0b944330,42.546861,-0.033843,A
323857f277,41.214853,-1.017004,B
4fc75cc1b8,42.349737,3.174883,B
918139003b,42.730293,-0.958634,A
dee3d2e10f,29.285478,-15.835749,C
5758fc58f5,40.972679,0.155756,C
6cad90dae0,41.26531,1.481526,A
2a7f397c3e,42.171199,0.192367,A
ce95e5b722,41.812238,-0.12273,C
2fd98aad68,37.453918,-3.687407,A
951362d212,41.94367,-0.587269,B
ff99d64e7c,41.282922,2.223544,C
13ffc02990,42.362393,-1.896479,C
166438f590,42.661487,0.516039,B
99e076ff71,40.63565,0.326495,C
9658cb58c7,42.368405,0.397259,B
0dde5e2a00,41.576124,1.297318,C
0958251aaf,42.68583,0.898135,A
150feca7f8,41.317643,1.107436,A
8b3e9cead9,41.106516,3.036012,B
1a8c4eb49e,42.028399,3.101114,B
6b934f26b5,40.554703,-0.868929,C
29f7724804,40.209106,-0.618528,B
dda26e4012,41.982476,-0.594702,C
7af18c173a,40.506402,0.752418,C
9b9d52cdcb,40.642247,0.82107,C
9f3155a07f,42.711174,0.88973,B
